sentence,true_book,similarity_The Adventures of Alice in Wonderland,similarity_Anna Karenina,similarity_Wuthering Heights,similarity_Frankenstein,belongs_to_The Adventures of Alice in Wonderland,belongs_to_Anna Karenina,belongs_to_Wuthering Heights,belongs_to_Frankenstein,knn_best_book,knn_best_score,num_books_belongs_to,knn_confidence
"Linton would have another, and after that another, notwithstanding my strenuous objections; and so they went on until the clock struck twelve, and we heard Hareton in the court, returning for his dinner.",Wuthering Heights,0.06475747572523465,0.0,0.8045262719290073,0.13071625234575807,0,0,1,0,Wuthering Heights,0.8045262719290073,1.0,0.6738100195832493
"Don t you like him, Ellen?",Wuthering Heights,0.06566023719249961,0.45802723263708833,0.4763125301704121,0.0,0,1,1,0,Wuthering Heights,0.4763125301704121,2.0,0.018285297533323752
"Yet even thus I loved them to adoration; and to save them, I resolved to dedicate myself to my most abhorred task.",Frankenstein,0.0,0.06460519846907033,0.1295588224925849,0.8058359790383448,0,0,0,1,Frankenstein,0.8058359790383448,1.0,0.6762771565457599
"Rise, my poor girl, said Elizabeth; why do you kneel, if you are innocent?",Frankenstein,0.2679509274923311,0.2673063144634477,0.26555020308504085,0.19919255495918037,1,1,1,1,The Adventures of Alice in Wonderland,0.2679509274923311,4.0,0.0006446130288834118
There was a general clapping of hands at this: it was the first really clever thing the King had said that day.,The Adventures of Alice in Wonderland,0.1544773689785113,0.7799238180866096,0.06559881293487908,0.0,1,1,0,0,Anna Karenina,0.7799238180866096,2.0,0.6254464491080983
Table-turning?,Anna Karenina,0.06503243752551219,0.7381554999728246,0.19681206250166322,0.0,0,1,0,0,Anna Karenina,0.7381554999728246,1.0,0.5413434374711614
"She did not get hold of anything, but she heard a little shriek and a fall, and a crash of broken glass, from which she concluded that it was just possible it had fallen into a cucumber-frame, or something of the sort.",The Adventures of Alice in Wonderland,0.3484840760534911,0.5197236657329947,0.13179225821351423,0.0,1,1,0,0,Anna Karenina,0.5197236657329947,2.0,0.1712395896795036
was almost always said with a smile of delight on meeting him.,Anna Karenina,0.0,0.8033939694016345,0.1307223099923714,0.06588372060599408,0,1,0,0,Anna Karenina,0.8033939694016345,1.0,0.6726716594092632
"Then do this for me: never say such things to me, and let us be friends, she said in words; but her eyes spoke quite differently.",Anna Karenina,0.06529484189123176,0.4763053858402125,0.39340295258926944,0.06499681967928633,0,1,1,0,Anna Karenina,0.4763053858402125,2.0,0.08290243325094304
"I have wandered here many days; the caves of ice, which I only do not fear, are a dwelling to me, and the only one which man does not grudge.",Frankenstein,0.0,0.12883131736850592,0.19374238848331754,0.6774262941481766,0,0,0,1,Frankenstein,0.6774262941481766,1.0,0.483683905664859
"By this curious turn of disposition I have gained the reputation of deliberate heartlessness; how undeserved, I alone can appreciate.",Wuthering Heights,0.0,0.0,0.27986661278627284,0.7201333872137271,0,0,1,1,Frankenstein,0.7201333872137271,2.0,0.44026677442745427
"Oh, do _once_ more!",Wuthering Heights,0.20421011701152267,0.6640986719754797,0.13169121101299766,0.0,0,1,1,0,Anna Karenina,0.6640986719754797,2.0,0.459888554963957
He was the only thing there that seemed decent; and I thought he never looked better.,Wuthering Heights,0.0,0.7836963296809537,0.15067780109940798,0.0656258692196383,0,1,1,0,Anna Karenina,0.7836963296809537,2.0,0.6330185285815457
"Ryabinin got up, and in silence, with a smile, he looked Levin down and up.",Anna Karenina,0.0,0.8708526710736283,0.12914732892637174,0.0,0,1,0,0,Anna Karenina,0.8708526710736283,1.0,0.7417053421472566
"But my enthusiasm was checked by my anxiety, and I appeared rather like one doomed by slavery to toil in the mines, or any other unwholesome trade than an artist occupied by his favourite employment.",Frankenstein,0.0,0.06446028202966932,0.0,0.9355397179703306,0,0,0,1,Frankenstein,0.9355397179703306,1.0,0.8710794359406613
She procured plain work; she plaited straw and by various means contrived to earn a pittance scarcely sufficient to support life.,Frankenstein,0.0,0.8638905523960287,0.13610944760397126,0.0,0,1,0,1,Anna Karenina,0.8638905523960287,2.0,0.7277811047920575
"The winter, however, was spent cheerfully; and although the spring was uncommonly late, when it came its beauty compensated for its dilatoriness.",Frankenstein,0.0,0.4650328897771142,0.13070764938589888,0.4042594608369869,0,1,0,1,Anna Karenina,0.4650328897771142,2.0,0.06077342894012733
Edgar Linton had difficulty in hearing me to the close.,Wuthering Heights,0.06425132811315744,0.25950124388515017,0.41564019125343915,0.2606072367482532,0,1,1,1,Wuthering Heights,0.41564019125343915,3.0,0.15503295450518595
That is from every point of view the most rational course for married people who find themselves in the position you are in.,Anna Karenina,0.06485261837246635,0.6755253118999522,0.19501684217663917,0.06460522755094224,0,1,0,0,Anna Karenina,0.6755253118999522,1.0,0.48050846972331307
"I walked with a quick pace, and we soon arrived at my college.",Frankenstein,0.0,0.1335654306024546,0.26117883097590044,0.6052557384216449,0,0,0,1,Frankenstein,0.6052557384216449,1.0,0.3440769074457445
"I shall, said Catherine.",Wuthering Heights,0.0,0.5872986233549548,0.34706338824600597,0.06563798839903932,0,1,1,0,Anna Karenina,0.5872986233549548,2.0,0.24023523510894879
I dare say there may be _one_.,The Adventures of Alice in Wonderland,0.14945959414622584,0.5922703003652527,0.2582701054885214,0.0,1,1,0,0,Anna Karenina,0.5922703003652527,2.0,0.3340001948767313
"Yes, but we are all.... Dolly answered in confusion.",Anna Karenina,0.19375990826839112,0.7408084578379688,0.06543163389364005,0.0,0,1,0,0,Anna Karenina,0.7408084578379688,1.0,0.5470485495695776
"I had sought shelter at Wuthering Heights, almost gladly, because I was secured by that arrangement from living alone with him; but he knew the people we were coming amongst, and he did not fear their intermeddling.",Wuthering Heights,0.0,0.0,0.6772933724977207,0.3227066275022793,0,0,1,0,Wuthering Heights,0.6772933724977207,1.0,0.3545867449954414
I can t eat my dinner.,Wuthering Heights,0.06489023567124935,0.5909442610669282,0.34416550326182244,0.0,0,1,1,0,Anna Karenina,0.5909442610669282,2.0,0.24677875780510578
And everything now confirmed this.,Anna Karenina,0.0,0.8033738571217505,0.19662614287824948,0.0,0,1,0,0,Anna Karenina,0.8033738571217505,1.0,0.6067477142435009
"The rain was pouring in torrents, and thick mists hid the summits of the mountains, so that I even saw not the faces of those mighty friends.",Frankenstein,0.0,0.06468539102829007,0.12917166943690636,0.8061429395348035,0,0,0,1,Frankenstein,0.8061429395348035,1.0,0.6769712700978971
He seems to feel his own worth and the greatness of his fall.,Frankenstein,0.0,0.5874555614705281,0.13060678241089366,0.28193765611857824,0,1,0,1,Anna Karenina,0.5874555614705281,2.0,0.3055179053519499
"The picture appeared a vast and dim scene of evil, and I foresaw obscurely that I was destined to become the most wretched of human beings.",Frankenstein,0.0,0.0,0.06718626011296673,0.9328137398870333,0,0,0,1,Frankenstein,0.9328137398870333,1.0,0.8656274797740666
Two years had now nearly elapsed since the night on which he first received life; and was this his first crime?,Frankenstein,0.0,0.26089779271657304,0.38938252971678855,0.3497196775666384,0,1,1,1,Wuthering Heights,0.38938252971678855,3.0,0.03966285215015014
"Master Heathcliff, much irritated, asserted her relation was false.",Wuthering Heights,0.0,0.7984405646842044,0.2015594353157956,0.0,0,1,1,0,Anna Karenina,0.7984405646842044,2.0,0.5968811293684089
She had been out the whole of the night on which the murder had been committed and towards morning had been perceived by a market-woman not far from the spot where the body of the murdered child had been afterwards found.,Frankenstein,0.0,0.645862627911227,0.0,0.35413737208877305,0,1,0,1,Anna Karenina,0.645862627911227,2.0,0.2917252558224539
"Levin said good-bye to them, but, not to be left alone, he attached himself to his brother.",Anna Karenina,0.0,0.933450917007453,0.06654908299254708,0.0,0,1,0,0,Anna Karenina,0.933450917007453,1.0,0.866901834014906
"I don t understand it, I don t understand it, he said.",Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
"Here one would think that to get out of all the baseness and the mess, one s own and other people s, would be a good thing, and yet I m afraid of death, awfully afraid of death.",Anna Karenina,0.0,0.2862252559347635,0.13139440657557258,0.5823803374896639,0,1,0,1,Frankenstein,0.5823803374896639,2.0,0.2961550815549004
"Forgive me, if you dislike what I said, he said humbly.",Anna Karenina,0.0,0.6731851007616702,0.32681489923832985,0.0,0,1,0,0,Anna Karenina,0.6731851007616702,1.0,0.3463702015233403
"I approached, and, attempting to take his chubby fist, said How do you do, my dear?",Wuthering Heights,0.0,0.0,0.7384626586175009,0.26153734138249907,0,0,1,0,Wuthering Heights,0.7384626586175009,1.0,0.47692531723500187
You perhaps will find some means to justify my poor guiltless Justine.,Frankenstein,0.0,0.19956547607140773,0.599564361372391,0.20087016255620133,0,0,1,1,Wuthering Heights,0.599564361372391,2.0,0.39869419881618967
What have I discovered?,Anna Karenina,0.0,0.48189581553866634,0.0,0.5181041844613337,0,1,0,1,Frankenstein,0.5181041844613337,2.0,0.03620836892266732
"he said, getting furious with Yashvin, who was pulling the rug off him.",Anna Karenina,0.06643688475178114,0.7371736945571463,0.19638942069107254,0.0,0,1,0,0,Anna Karenina,0.7371736945571463,1.0,0.5407842738660738
"I fret about nothing on earth except papa s illness, answered my companion.",Wuthering Heights,0.13008589719858565,0.3911655570283408,0.41242401723481203,0.06632452853826147,0,1,1,0,Wuthering Heights,0.41242401723481203,2.0,0.021258460206471208
"Now as he heard her words, he construed them in his own fashion.",Anna Karenina,0.0,0.9348351208944419,0.06516487910555814,0.0,0,1,0,0,Anna Karenina,0.9348351208944419,1.0,0.8696702417888837
"That s the best way, Stremov put in.",Anna Karenina,0.06696634956004777,0.869276282236352,0.0,0.06375736820360027,0,1,0,0,Anna Karenina,0.869276282236352,1.0,0.8023099326763042
"I, not in deed, but in effect, was the true murderer.",Frankenstein,0.0,0.40058858204083253,0.1310950463354994,0.46831637162366807,0,1,0,1,Frankenstein,0.46831637162366807,2.0,0.06772778958283554
Then she looked at him; but he would neither open his mouth nor look again.,Wuthering Heights,0.0,0.9217666909229406,0.07823330907705937,0.0,0,1,1,0,Anna Karenina,0.9217666909229406,2.0,0.8435333818458812
You ll have to seek for her shoes in the bog to-morrow.,Wuthering Heights,0.13064082816258804,0.2585360351520328,0.6108231366853791,0.0,0,0,1,0,Wuthering Heights,0.6108231366853791,1.0,0.35228710153334636
"When night came again I found, with pleasure, that the fire gave light as well as heat and that the discovery of this element was useful to me in my food, for I found some of the offals that the travellers had left had been roasted, and tasted much more savoury than the berries I gathered from the trees.",Frankenstein,0.0,0.0,0.1297858216245334,0.8702141783754666,0,0,0,1,Frankenstein,0.8702141783754666,1.0,0.7404283567509331
"Your affectionate brother, R. Walton Letter 2 _To Mrs. Saville, England._ Archangel, 28th March, 17 .",Frankenstein,0.0631414267485616,0.2633158530602736,0.19432946825535985,0.479213251935805,0,0,0,1,Frankenstein,0.479213251935805,1.0,0.2158973988755314
"A Caucus-Race and a Long Tale They were indeed a queer-looking party that assembled on the bank the birds with draggled feathers, the animals with their fur clinging close to them, and all dripping wet, cross, and uncomfortable.",The Adventures of Alice in Wonderland,0.3543174114999421,0.4544124398690779,0.19127014863098,0.0,1,1,0,0,Anna Karenina,0.4544124398690779,2.0,0.10009502836913581
And then of what use would be pursuit?,Frankenstein,0.06557330887554418,0.6488035932700311,0.06667885925293739,0.21894423860148726,0,1,0,1,Anna Karenina,0.6488035932700311,2.0,0.42985935466854386
"Having succeeded in obtaining entrance with another key, I ran to unclose the panels, for the chamber was vacant; quickly pushing them aside, I peeped in.",Wuthering Heights,0.0,0.0,0.6033872890406918,0.3966127109593082,0,0,1,0,Wuthering Heights,0.6033872890406918,1.0,0.2067745780813836
You make me giddy.,The Adventures of Alice in Wonderland,0.08329368831866327,0.653773678164825,0.2629326335165117,0.0,1,1,0,0,Anna Karenina,0.653773678164825,2.0,0.3908410446483133
the master says you re to go down the chimney!,The Adventures of Alice in Wonderland,0.2811425717575289,0.06563053352392688,0.5882655123942413,0.06496138232430293,1,0,1,0,Wuthering Heights,0.5882655123942413,2.0,0.3071229406367124
"Thereat, Catherine silently turned her face from us, and, very stealthily, drew out her pocket-handkerchief and applied it to her eyes; and her cousin, after struggling awhile to keep down his softer feelings, pulled out the letter and flung it on the floor beside her, as ungraciously as he could.",Wuthering Heights,0.0656963298487316,0.3931929021938752,0.47635871791747103,0.06475205003992218,0,1,1,0,Wuthering Heights,0.47635871791747103,2.0,0.08316581572359583
It was enough if he were obliged to see her once or twice a day.,Wuthering Heights,0.0,1.0,0.0,0.0,0,1,1,0,Anna Karenina,1.0,2.0,1.0
"Such a man has a double existence: he may suffer misery and be overwhelmed by disappointments, yet when he has retired into himself, he will be like a celestial spirit that has a halo around him, within whose circle no grief or folly ventures.",Frankenstein,0.0,0.5203295713434671,0.06619334850953155,0.41347708014700135,0,1,0,1,Anna Karenina,0.5203295713434671,2.0,0.10685249119646578
"repeated the Pigeon, but in a more subdued tone, and added with a kind of sob, I ve tried every way, and nothing seems to suit them!",The Adventures of Alice in Wonderland,0.14953892961435938,0.13059586368133447,0.19723751983393098,0.5226276868703752,1,0,0,1,Frankenstein,0.5226276868703752,2.0,0.3253901670364442
"The Countess Lidia Ivanovna was a friend of her husband s, and the center of that one of the coteries of the Petersburg world with which Anna was, through her husband, in the closest relations.",Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
"Well, and what about our host?",Anna Karenina,0.1286233632813144,0.8070400976907975,0.06433653902788805,0.0,0,1,0,0,Anna Karenina,0.8070400976907975,1.0,0.6784167344094831
"I came to a stone where the highway branches off on to the moor at your left hand; a rough sand-pillar, with the letters W. H. cut on its north side, on the east, G., and on the south-west, T. G. It serves as a guide-post to the Grange, the Heights, and village.",Wuthering Heights,0.0,0.06470944570546325,0.5369898568042816,0.39830069749025515,0,0,1,1,Wuthering Heights,0.5369898568042816,2.0,0.13868915931402642
"I wouldn t be you for a kingdom, then!",Wuthering Heights,0.19663535248958025,0.38972792891529817,0.4136367185951216,0.0,0,1,1,0,Wuthering Heights,0.4136367185951216,2.0,0.023908789679823406
"Either the well was very deep, or she fell very slowly, for she had plenty of time as she went down to look about her and to wonder what was going to happen next.",The Adventures of Alice in Wonderland,0.41109007053271557,0.39379431091967804,0.1306227177440665,0.06449290080353992,1,1,0,0,The Adventures of Alice in Wonderland,0.41109007053271557,2.0,0.01729575961303753
"This was Zillah, the stout housewife; who at length issued forth to inquire into the nature of the uproar.",Wuthering Heights,0.0,0.716796243873149,0.283203756126851,0.0,0,1,1,0,Anna Karenina,0.716796243873149,2.0,0.433592487746298
