sentence,original_label,original_book,book_Anna_Karenina,book_Frankenstein,book_The_Adventures_of_Alice_in_Wonderland,book_Wuthering_Heights
"Ony books that yah leave, I shall tak into th hahse, said Joseph, and it ll be mitch if yah find em agean; soa, yah may plase yerseln!",2,Wuthering Heights,0,0,0,1
"Cathy threatened that his library should pay for hers; and, smiling as she passed Hareton, went singing upstairs: lighter of heart, I venture to say, than ever she had been under that roof before; except, perhaps, during her earliest visits to Linton.",2,Wuthering Heights,0,0,0,1
The intimacy thus commenced grew rapidly; though it encountered temporary interruptions.,2,Wuthering Heights,0,0,0,1
"Earnshaw was not to be civilized with a wish, and my young lady was no philosopher, and no paragon of patience; but both their minds tending to the same point one loving and desiring to esteem, and the other loving and desiring to be esteemed they contrived in the end to reach it.",2,Wuthering Heights,0,0,0,1
"You see, Mr. Lockwood, it was easy enough to win Mrs. Heathcliff s heart.",2,Wuthering Heights,0,0,0,1
"But now, I m glad you did not try.",2,Wuthering Heights,0,0,0,1
The crown of all my wishes will be the union of those two.,2,Wuthering Heights,0,0,0,1
I shall envy no one on their wedding day: there won t be a happier woman than myself in England!,2,Wuthering Heights,0,0,0,1
"CHAPTER XXXIII On the morrow of that Monday, Earnshaw being still unable to follow his ordinary employments, and therefore remaining about the house, I speedily found it would be impracticable to retain my charge beside me, as heretofore.",2,Wuthering Heights,0,0,0,1
"She got downstairs before me, and out into the garden, where she had seen her cousin performing some easy work; and when I went to bid them come to breakfast, I saw she had persuaded him to clear a large space of ground from currant and gooseberry bushes, and they were busy planning together an importation of plants from the Grange.",2,Wuthering Heights,0,0,0,1
"I was terrified at the devastation which had been accomplished in a brief half-hour; the black-currant trees were the apple of Joseph s eye, and she had just fixed her choice of a flower-bed in the midst of them.",2,Wuthering Heights,0,0,0,1
"That will be all shown to the master, I exclaimed, the minute it is discovered.",2,Wuthering Heights,0,0,0,1
And what excuse have you to offer for taking such liberties with the garden?,2,Wuthering Heights,0,0,0,1
We shall have a fine explosion on the head of it: see if we don t!,2,Wuthering Heights,0,0,0,1
"Mr. Hareton, I wonder you should have no more wit than to go and make that mess at her bidding!",2,Wuthering Heights,0,0,0,1
"I d forgotten they were Joseph s, answered Earnshaw, rather puzzled; but I ll tell him I did it.",2,Wuthering Heights,0,0,0,1
We always ate our meals with Mr. Heathcliff.,2,Wuthering Heights,0,0,0,1
I held the mistress s post in making tea and carving; so I was indispensable at table.,2,Wuthering Heights,0,0,0,1
"Catherine usually sat by me, but to-day she stole nearer to Hareton; and I presently saw she would have no more discretion in her friendship than she had in her hostility.",2,Wuthering Heights,0,0,0,1
"Now, mind you don t talk with and notice your cousin too much, were my whispered instructions as we entered the room.",2,Wuthering Heights,0,0,0,1
"It will certainly annoy Mr. Heathcliff, and he ll be mad at you both.",2,Wuthering Heights,0,0,0,1
"I m not going to, she answered.",2,Wuthering Heights,1,0,0,1
"The minute after, she had sidled to him, and was sticking primroses in his plate of porridge.",2,Wuthering Heights,0,0,0,1
"He dared not speak to her there: he dared hardly look; and yet she went on teasing, till he was twice on the point of being provoked to laugh.",2,Wuthering Heights,1,0,0,1
"I frowned, and then she glanced towards the master: whose mind was occupied on other subjects than his company, as his countenance evinced; and she grew serious for an instant, scrutinizing him with deep gravity.",2,Wuthering Heights,0,0,0,1
"Afterwards she turned, and recommenced her nonsense; at last, Hareton uttered a smothered laugh.",2,Wuthering Heights,1,0,1,1
Mr. Heathcliff started; his eye rapidly surveyed our faces.,2,Wuthering Heights,0,0,0,1
"Catherine met it with her accustomed look of nervousness and yet defiance, which he abhorred.",2,Wuthering Heights,0,0,0,1
"It is well you are out of my reach, he exclaimed.",2,Wuthering Heights,0,0,0,1
"What fiend possesses you to stare back at me, continually, with those infernal eyes?",2,Wuthering Heights,0,0,0,1
Down with them!,2,Wuthering Heights,1,0,0,1
and don t remind me of your existence again.,2,Wuthering Heights,0,0,0,1
I thought I had cured you of laughing.,2,Wuthering Heights,0,0,0,1
"It was me, muttered Hareton.",2,Wuthering Heights,0,0,0,1
demanded the master.,2,Wuthering Heights,0,0,0,1
"Hareton looked at his plate, and did not repeat the confession.",2,Wuthering Heights,0,0,0,1
"Mr. Heathcliff looked at him a bit, and then silently resumed his breakfast and his interrupted musing.",2,Wuthering Heights,0,0,0,1
"We had nearly finished, and the two young people prudently shifted wider asunder, so I anticipated no further disturbance during that sitting: when Joseph appeared at the door, revealing by his quivering lip and furious eyes that the outrage committed on his precious shrubs was detected.",2,Wuthering Heights,0,0,0,1
"He must have seen Cathy and her cousin about the spot before he examined it, for while his jaws worked like those of a cow chewing its cud, and rendered his speech difficult to understand, he began: I mun hev my wage, and I mun goa!",2,Wuthering Heights,0,0,0,1
"I _hed_ aimed to dee wheare I d sarved fur sixty year; and I thowt I d lug my books up into t garret, and all my bits o stuff, and they sud hev t kitchen to theirseln; for t sake o quietness.",2,Wuthering Heights,0,0,0,1
"It wur hard to gie up my awn hearthstun, but I thowt I _could_ do that!",2,Wuthering Heights,0,0,0,1
"But nah, shoo s taan my garden fro me, and by th heart, maister, I cannot stand it!",2,Wuthering Heights,0,0,0,1
"Yah may bend to th yoak an ye will I noan used to t, and an old man doesn t sooin get used to new barthens.",2,Wuthering Heights,0,0,0,1
I d rayther arn my bite an my sup wi a hammer in th road!,2,Wuthering Heights,0,0,0,1
"Now, now, idiot!",2,Wuthering Heights,1,0,1,1
"interrupted Heathcliff, cut it short!",2,Wuthering Heights,0,0,0,1
What s your grievance?,2,Wuthering Heights,0,0,0,1
I ll interfere in no quarrels between you and Nelly.,2,Wuthering Heights,0,0,0,1
She may thrust you into the coal-hole for anything I care.,2,Wuthering Heights,0,0,0,1
It s noan Nelly!,2,Wuthering Heights,0,0,0,1
answered Joseph.,2,Wuthering Heights,0,0,0,1
I sudn t shift for Nelly nasty ill nowt as shoo is.,2,Wuthering Heights,0,0,0,1
Thank God!,2,Wuthering Heights,1,1,0,1
_shoo_ cannot stale t sowl o nob dy!,2,Wuthering Heights,0,0,0,1
"Shoo wer niver soa handsome, but what a body mud look at her bout winking.",2,Wuthering Heights,0,0,0,1
"It s yon flaysome, graceless quean, that s witched our lad, wi her bold een and her forrard ways till Nay!",2,Wuthering Heights,0,0,0,1
it fair brusts my heart!,2,Wuthering Heights,0,0,0,1
"He s forgotten all I ve done for him, and made on him, and goan and riven up a whole row o t grandest currant-trees i t garden!",2,Wuthering Heights,0,0,0,1
"and here he lamented outright; unmanned by a sense of his bitter injuries, and Earnshaw s ingratitude and dangerous condition.",2,Wuthering Heights,1,0,0,1
Is the fool drunk?,2,Wuthering Heights,0,0,0,1
asked Mr. Heathcliff.,2,Wuthering Heights,0,0,0,1
"Hareton, is it you he s finding fault with?",2,Wuthering Heights,0,0,0,1
"I ve pulled up two or three bushes, replied the young man; but I m going to set em again.",2,Wuthering Heights,0,0,0,1
And why have you pulled them up?,2,Wuthering Heights,0,0,0,1
said the master.,2,Wuthering Heights,1,0,1,1
Catherine wisely put in her tongue.,2,Wuthering Heights,0,0,0,1
"We wanted to plant some flowers there, she cried.",2,Wuthering Heights,0,0,0,1
"I m the only person to blame, for I wished him to do it.",2,Wuthering Heights,0,0,0,1
And who the devil gave _you_ leave to touch a stick about the place?,2,Wuthering Heights,0,0,0,1
"demanded her father-in-law, much surprised.",2,Wuthering Heights,0,0,0,1
And who ordered _you_ to obey her?,2,Wuthering Heights,0,0,0,1
"he added, turning to Hareton.",2,Wuthering Heights,0,0,0,1
"The latter was speechless; his cousin replied You shouldn t grudge a few yards of earth for me to ornament, when you have taken all my land!",2,Wuthering Heights,0,0,0,1
"Your land, insolent slut!",2,Wuthering Heights,1,0,0,1
"You never had any, said Heathcliff.",2,Wuthering Heights,0,0,0,1
"And my money, she continued; returning his angry glare, and meantime biting a piece of crust, the remnant of her breakfast.",2,Wuthering Heights,0,0,0,1
"Get done, and begone!",2,Wuthering Heights,1,0,1,1
"And Hareton s land, and his money, pursued the reckless thing.",2,Wuthering Heights,0,0,0,1
Hareton and I are friends now; and I shall tell him all about you!,2,Wuthering Heights,0,0,0,1
"The master seemed confounded a moment: he grew pale, and rose up, eyeing her all the while, with an expression of mortal hate.",2,Wuthering Heights,0,0,0,1
"If you strike me, Hareton will strike you, she said; so you may as well sit down.",2,Wuthering Heights,0,0,0,1
"If Hareton does not turn you out of the room, I ll strike him to hell, thundered Heathcliff.",2,Wuthering Heights,0,0,0,1
Damnable witch!,2,Wuthering Heights,0,0,0,1
dare you pretend to rouse him against me?,2,Wuthering Heights,0,0,0,1
Off with her!,2,Wuthering Heights,0,0,1,1
Fling her into the kitchen!,2,Wuthering Heights,1,0,0,1
"I ll kill her, Ellen Dean, if you let her come into my sight again!",2,Wuthering Heights,0,0,0,1
"Hareton tried, under his breath, to persuade her to go.",2,Wuthering Heights,0,0,0,1
Drag her away!,2,Wuthering Heights,1,1,0,1
"he cried, savagely.",2,Wuthering Heights,1,1,0,1
Are you staying to talk?,2,Wuthering Heights,0,0,0,1
And he approached to execute his own command.,2,Wuthering Heights,0,0,0,1
"He ll not obey you, wicked man, any more, said Catherine; and he ll soon detest you as much as I do.",2,Wuthering Heights,0,0,0,1
Wisht!,2,Wuthering Heights,0,0,0,1
"muttered the young man, reproachfully; I will not hear you speak so to him.",2,Wuthering Heights,1,0,1,1
Have done.,2,Wuthering Heights,1,0,0,1
But you won t let him strike me?,2,Wuthering Heights,0,0,0,1
"Come, then, he whispered earnestly.",2,Wuthering Heights,1,0,1,1
It was too late: Heathcliff had caught hold of her.,2,Wuthering Heights,0,0,0,1
"Now, _you_ go!",2,Wuthering Heights,1,0,1,1
he said to Earnshaw.,2,Wuthering Heights,0,0,1,1
Accursed witch!,2,Wuthering Heights,1,0,0,1
this time she has provoked me when I could not bear it; and I ll make her repent it for ever!,2,Wuthering Heights,1,0,0,1
"He had his hand in her hair; Hareton attempted to release her locks, entreating him not to hurt her that once.",2,Wuthering Heights,0,0,0,1
"Heathcliff s black eyes flashed; he seemed ready to tear Catherine in pieces, and I was just worked up to risk coming to the rescue, when of a sudden his fingers relaxed; he shifted his grasp from her head to her arm, and gazed intently in her face.",2,Wuthering Heights,0,0,0,1
"Then he drew his hand over his eyes, stood a moment to collect himself apparently, and turning anew to Catherine, said, with assumed calmness You must learn to avoid putting me in a passion, or I shall really murder you some time!",2,Wuthering Heights,0,0,0,1
"Go with Mrs. Dean, and keep with her; and confine your insolence to her ears.",2,Wuthering Heights,0,0,0,1
"As to Hareton Earnshaw, if I see him listen to you, I ll send him seeking his bread where he can get it!",2,Wuthering Heights,0,0,0,1
Your love will make him an outcast and a beggar.,2,Wuthering Heights,0,0,0,1
"Nelly, take her; and leave me, all of you!",2,Wuthering Heights,0,0,0,1
Leave me!,2,Wuthering Heights,1,1,1,1
"I led my young lady out: she was too glad of her escape to resist; the other followed, and Mr. Heathcliff had the room to himself till dinner.",2,Wuthering Heights,0,0,0,1
"I had counselled Catherine to dine upstairs; but, as soon as he perceived her vacant seat, he sent me to call her.",2,Wuthering Heights,0,0,0,1
"He spoke to none of us, ate very little, and went out directly afterwards, intimating that he should not return before evening.",2,Wuthering Heights,0,0,0,1
"The two new friends established themselves in the house during his absence; where I heard Hareton sternly check his cousin, on her offering a revelation of her father-in-law s conduct to his father.",2,Wuthering Heights,0,0,0,1
"He said he wouldn t suffer a word to be uttered in his disparagement: if he were the devil, it didn t signify; he would stand by him; and he d rather she would abuse himself, as she used to, than begin on Mr. Heathcliff.",2,Wuthering Heights,0,0,0,1
"Catherine was waxing cross at this; but he found means to make her hold her tongue, by asking how she would like _him_ to speak ill of her father?",2,Wuthering Heights,0,0,0,1
"Then she comprehended that Earnshaw took the master s reputation home to himself; and was attached by ties stronger than reason could break chains, forged by habit, which it would be cruel to attempt to loosen.",2,Wuthering Heights,0,0,0,1
"She showed a good heart, thenceforth, in avoiding both complaints and expressions of antipathy concerning Heathcliff; and confessed to me her sorrow that she had endeavoured to raise a bad spirit between him and Hareton: indeed, I don t believe she has ever breathed a syllable, in the latter s hearing, against her oppressor since.",2,Wuthering Heights,0,0,0,1
"When this slight disagreement was over, they were friends again, and as busy as possible in their several occupations of pupil and teacher.",2,Wuthering Heights,0,0,0,1
"I came in to sit with them, after I had done my work; and I felt so soothed and comforted to watch them, that I did not notice how time got on.",2,Wuthering Heights,0,0,0,1
"You know, they both appeared in a measure my children: I had long been proud of one; and now, I was sure, the other would be a source of equal satisfaction.",2,Wuthering Heights,0,0,0,1
"His honest, warm, and intelligent nature shook off rapidly the clouds of ignorance and degradation in which it had been bred; and Catherine s sincere commendations acted as a spur to his industry.",2,Wuthering Heights,0,0,0,1
"His brightening mind brightened his features, and added spirit and nobility to their aspect: I could hardly fancy it the same individual I had beheld on the day I discovered my little lady at Wuthering Heights, after her expedition to the Crags.",2,Wuthering Heights,0,0,0,1
"While I admired and they laboured, dusk drew on, and with it returned the master.",2,Wuthering Heights,0,0,0,1
"He came upon us quite unexpectedly, entering by the front way, and had a full view of the whole three, ere we could raise our heads to glance at him.",2,Wuthering Heights,0,0,0,1
"Well, I reflected, there was never a pleasanter, or more harmless sight; and it will be a burning shame to scold them.",2,Wuthering Heights,0,0,0,1
"The red fire-light glowed on their two bonny heads, and revealed their faces animated with the eager interest of children; for, though he was twenty-three and she eighteen, each had so much of novelty to feel and learn, that neither experienced nor evinced the sentiments of sober disenchanted maturity.",2,Wuthering Heights,0,0,0,1
"They lifted their eyes together, to encounter Mr. Heathcliff: perhaps you have never remarked that their eyes are precisely similar, and they are those of Catherine Earnshaw.",2,Wuthering Heights,0,0,0,1
"The present Catherine has no other likeness to her, except a breadth of forehead, and a certain arch of the nostril that makes her appear rather haughty, whether she will or not.",2,Wuthering Heights,0,0,0,1
"With Hareton the resemblance is carried farther: it is singular at all times, _then_ it was particularly striking; because his senses were alert, and his mental faculties wakened to unwonted activity.",2,Wuthering Heights,0,0,0,1
"I suppose this resemblance disarmed Mr. Heathcliff: he walked to the hearth in evident agitation; but it quickly subsided as he looked at the young man: or, I should say, altered its character; for it was there yet.",2,Wuthering Heights,0,0,0,1
"He took the book from his hand, and glanced at the open page, then returned it without any observation; merely signing Catherine away: her companion lingered very little behind her, and I was about to depart also, but he bid me sit still.",2,Wuthering Heights,0,0,0,1
"It is a poor conclusion, is it not?",2,Wuthering Heights,1,0,0,1
"he observed, having brooded a while on the scene he had just witnessed: an absurd termination to my violent exertions?",2,Wuthering Heights,0,0,0,1
"I get levers and mattocks to demolish the two houses, and train myself to be capable of working like Hercules, and when everything is ready and in my power, I find the will to lift a slate off either roof has vanished!",2,Wuthering Heights,0,0,0,1
My old enemies have not beaten me; now would be the precise time to revenge myself on their representatives: I could do it; and none could hinder me.,2,Wuthering Heights,0,1,0,1
But where is the use?,2,Wuthering Heights,0,0,0,1
I don t care for striking: I can t take the trouble to raise my hand!,2,Wuthering Heights,0,0,0,1
That sounds as if I had been labouring the whole time only to exhibit a fine trait of magnanimity.,2,Wuthering Heights,0,0,0,1
"It is far from being the case: I have lost the faculty of enjoying their destruction, and I am too idle to destroy for nothing.",2,Wuthering Heights,0,0,0,1
"Nelly, there is a strange change approaching; I m in its shadow at present.",2,Wuthering Heights,0,0,0,1
I take so little interest in my daily life that I hardly remember to eat and drink.,2,Wuthering Heights,0,0,0,1
"Those two who have left the room are the only objects which retain a distinct material appearance to me; and that appearance causes me pain, amounting to agony.",2,Wuthering Heights,0,0,0,1
About _her_ I won t speak; and I don t desire to think; but I earnestly wish she were invisible: her presence invokes only maddening sensations.,2,Wuthering Heights,0,0,0,1
"_He_ moves me differently: and yet if I could do it without seeming insane, I d never see him again!",2,Wuthering Heights,0,0,0,1
"You ll perhaps think me rather inclined to become so, he added, making an effort to smile, if I try to describe the thousand forms of past associations and ideas he awakens or embodies.",2,Wuthering Heights,0,0,0,1
"But you ll not talk of what I tell you; and my mind is so eternally secluded in itself, it is tempting at last to turn it out to another.",2,Wuthering Heights,0,0,0,1
"Five minutes ago Hareton seemed a personification of my youth, not a human being; I felt to him in such a variety of ways, that it would have been impossible to have accosted him rationally.",2,Wuthering Heights,0,0,0,1
"In the first place, his startling likeness to Catherine connected him fearfully with her.",2,Wuthering Heights,0,0,0,1
"That, however, which you may suppose the most potent to arrest my imagination, is actually the least: for what is not connected with her to me?",2,Wuthering Heights,0,0,0,1
and what does not recall her?,2,Wuthering Heights,1,0,0,1
"I cannot look down to this floor, but her features are shaped in the flags!",2,Wuthering Heights,0,0,0,1
"In every cloud, in every tree filling the air at night, and caught by glimpses in every object by day I am surrounded with her image!",2,Wuthering Heights,0,0,0,1
The most ordinary faces of men and women my own features mock me with a resemblance.,2,Wuthering Heights,0,0,0,1
"The entire world is a dreadful collection of memoranda that she did exist, and that I have lost her!",2,Wuthering Heights,0,0,0,1
"Well, Hareton s aspect was the ghost of my immortal love; of my wild endeavours to hold my right; my degradation, my pride, my happiness, and my anguish But it is frenzy to repeat these thoughts to you: only it will let you know why, with a reluctance to be always alone, his society is no benefit; rather an aggravation of the constant torment I suffer: and it partly contributes to render me regardless how he and his cousin go on together.",2,Wuthering Heights,0,0,0,1
I can give them no attention any more.,2,Wuthering Heights,0,0,0,1
"But what do you mean by a _change_, Mr. Heathcliff?",2,Wuthering Heights,0,0,0,1
"I said, alarmed at his manner: though he was neither in danger of losing his senses, nor dying, according to my judgment: he was quite strong and healthy; and, as to his reason, from childhood he had a delight in dwelling on dark things, and entertaining odd fancies.",2,Wuthering Heights,0,0,0,1
He might have had a monomania on the subject of his departed idol; but on every other point his wits were as sound as mine.,2,Wuthering Heights,0,0,0,1
"I shall not know that till it comes, he said; I m only half conscious of it now.",2,Wuthering Heights,0,0,0,1
"You have no feeling of illness, have you?",2,Wuthering Heights,0,0,0,1
"No, Nelly, I have not, he answered.",2,Wuthering Heights,0,0,0,1
Then you are not afraid of death?,2,Wuthering Heights,1,0,0,1
Afraid?,2,Wuthering Heights,1,1,0,1
"I have neither a fear, nor a presentiment, nor a hope of death.",2,Wuthering Heights,0,0,0,1
Why should I?,2,Wuthering Heights,1,0,1,1
"With my hard constitution and temperate mode of living, and unperilous occupations, I ought to, and probably _shall_, remain above ground till there is scarcely a black hair on my head.",2,Wuthering Heights,0,0,0,1
And yet I cannot continue in this condition!,2,Wuthering Heights,0,0,0,1
I have to remind myself to breathe almost to remind my heart to beat!,2,Wuthering Heights,0,0,0,1
"And it is like bending back a stiff spring: it is by compulsion that I do the slightest act not prompted by one thought; and by compulsion that I notice anything alive or dead, which is not associated with one universal idea.",2,Wuthering Heights,0,0,0,1
"I have a single wish, and my whole being and faculties are yearning to attain it.",2,Wuthering Heights,0,0,0,1
"They have yearned towards it so long, and so unwaveringly, that I m convinced it _will_ be reached and _soon_ because it has devoured my existence: I am swallowed up in the anticipation of its fulfilment.",2,Wuthering Heights,0,0,0,1
My confessions have not relieved me; but they may account for some otherwise unaccountable phases of humour which I show.,2,Wuthering Heights,0,0,0,1
O God!,2,Wuthering Heights,1,1,1,1
It is a long fight; I wish it were over!,2,Wuthering Heights,1,0,0,1
"He began to pace the room, muttering terrible things to himself, till I was inclined to believe, as he said Joseph did, that conscience had turned his heart to an earthly hell.",2,Wuthering Heights,0,0,0,1
I wondered greatly how it would end.,2,Wuthering Heights,1,0,0,1
"Though he seldom before had revealed this state of mind, even by looks, it was his habitual mood, I had no doubt: he asserted it himself; but not a soul, from his general bearing, would have conjectured the fact.",2,Wuthering Heights,1,0,0,1
"You did not when you saw him, Mr. Lockwood: and at the period of which I speak, he was just the same as then; only fonder of continued solitude, and perhaps still more laconic in company.",2,Wuthering Heights,0,0,0,1
"CHAPTER XXXIV For some days after that evening, Mr. Heathcliff shunned meeting us at meals; yet he would not consent formally to exclude Hareton and Cathy.",2,Wuthering Heights,0,0,0,1
"He had an aversion to yielding so completely to his feelings, choosing rather to absent himself; and eating once in twenty-four hours seemed sufficient sustenance for him.",2,Wuthering Heights,0,0,0,1
"One night, after the family were in bed, I heard him go downstairs, and out at the front door.",2,Wuthering Heights,0,0,0,1
"I did not hear him re-enter, and in the morning I found he was still away.",2,Wuthering Heights,0,0,0,1
"We were in April then: the weather was sweet and warm, the grass as green as showers and sun could make it, and the two dwarf apple-trees near the southern wall in full bloom.",2,Wuthering Heights,0,0,0,1
"After breakfast, Catherine insisted on my bringing a chair and sitting with my work under the fir-trees at the end of the house; and she beguiled Hareton, who had perfectly recovered from his accident, to dig and arrange her little garden, which was shifted to that corner by the influence of Joseph s complaints.",2,Wuthering Heights,0,0,0,1
"I was comfortably revelling in the spring fragrance around, and the beautiful soft blue overhead, when my young lady, who had run down near the gate to procure some primrose roots for a border, returned only half laden, and informed us that Mr. Heathcliff was coming in.",2,Wuthering Heights,0,0,0,1
"And he spoke to me, she added, with a perplexed countenance.",2,Wuthering Heights,1,0,0,1
What did he say?,2,Wuthering Heights,1,0,1,1
asked Hareton.,2,Wuthering Heights,1,0,0,1
"He told me to begone as fast as I could, she answered.",2,Wuthering Heights,1,0,0,1
But he looked so different from his usual look that I stopped a moment to stare at him.,2,Wuthering Heights,0,0,0,1
How?,2,Wuthering Heights,1,0,1,1
he inquired.,2,Wuthering Heights,1,0,1,1
"Why, almost bright and cheerful.",2,Wuthering Heights,1,0,0,1
"No, _almost_ nothing _very much_ excited, and wild, and glad!",2,Wuthering Heights,0,0,0,1
"Night-walking amuses him, then, I remarked, affecting a careless manner: in reality as surprised as she was, and anxious to ascertain the truth of her statement; for to see the master looking glad would not be an every-day spectacle.",2,Wuthering Heights,0,0,0,1
I framed an excuse to go in.,2,Wuthering Heights,0,0,0,1
"Heathcliff stood at the open door; he was pale, and he trembled: yet, certainly, he had a strange joyful glitter in his eyes, that altered the aspect of his whole face.",2,Wuthering Heights,0,0,0,1
Will you have some breakfast?,2,Wuthering Heights,0,0,0,1
"You must be hungry, rambling about all night!",2,Wuthering Heights,1,0,0,1
"I wanted to discover where he had been, but I did not like to ask directly.",2,Wuthering Heights,0,0,0,1
"No, I m not hungry, he answered, averting his head, and speaking rather contemptuously, as if he guessed I was trying to divine the occasion of his good humour.",2,Wuthering Heights,1,0,0,1
I felt perplexed: I didn t know whether it were not a proper opportunity to offer a bit of admonition.,2,Wuthering Heights,0,0,0,1
"I don t think it right to wander out of doors, I observed, instead of being in bed: it is not wise, at any rate this moist season.",2,Wuthering Heights,0,0,0,1
"I daresay you ll catch a bad cold, or a fever: you have something the matter with you now!",2,Wuthering Heights,0,0,0,1
"Nothing but what I can bear, he replied; and with the greatest pleasure, provided you ll leave me alone: get in, and don t annoy me.",2,Wuthering Heights,0,0,0,1
"I obeyed: and, in passing, I noticed he breathed as fast as a cat.",2,Wuthering Heights,0,0,0,1
Yes!,2,Wuthering Heights,1,1,1,1
"I reflected to myself, we shall have a fit of illness.",2,Wuthering Heights,0,0,0,1
I cannot conceive what he has been doing.,2,Wuthering Heights,0,0,0,1
"That noon he sat down to dinner with us, and received a heaped-up plate from my hands, as if he intended to make amends for previous fasting.",2,Wuthering Heights,0,0,0,1
"I ve neither cold nor fever, Nelly, he remarked, in allusion to my morning s speech; and I m ready to do justice to the food you give me.",2,Wuthering Heights,0,0,0,1
"He took his knife and fork, and was going to commence eating, when the inclination appeared to become suddenly extinct.",2,Wuthering Heights,0,0,0,1
"He laid them on the table, looked eagerly towards the window, then rose and went out.",2,Wuthering Heights,0,0,0,1
"We saw him walking to and fro in the garden while we concluded our meal, and Earnshaw said he d go and ask why he would not dine: he thought we had grieved him some way.",2,Wuthering Heights,0,0,0,1
"Well, is he coming?",2,Wuthering Heights,1,0,0,1
"cried Catherine, when her cousin returned.",2,Wuthering Heights,0,0,0,1
"Nay, he answered; but he s not angry: he seemed rarely pleased indeed; only I made him impatient by speaking to him twice; and then he bid me be off to you: he wondered how I could want the company of anybody else.",2,Wuthering Heights,1,0,0,1
"I set his plate to keep warm on the fender; and after an hour or two he re-entered, when the room was clear, in no degree calmer: the same unnatural it was unnatural appearance of joy under his black brows; the same bloodless hue, and his teeth visible, now and then, in a kind of smile; his frame shivering, not as one shivers with chill or weakness, but as a tight-stretched cord vibrates a strong thrilling, rather than trembling.",2,Wuthering Heights,0,0,0,1
"I will ask what is the matter, I thought; or who should?",2,Wuthering Heights,0,0,0,1
"And I exclaimed Have you heard any good news, Mr. Heathcliff?",2,Wuthering Heights,0,0,0,1
You look uncommonly animated.,2,Wuthering Heights,0,0,0,1
Where should good news come from to me?,2,Wuthering Heights,0,0,0,1
"I m animated with hunger; and, seemingly, I must not eat.",2,Wuthering Heights,1,0,0,1
"Your dinner is here, I returned; why won t you get it?",2,Wuthering Heights,1,0,0,1
"I don t want it now, he muttered, hastily: I ll wait till supper.",2,Wuthering Heights,0,0,0,1
"And, Nelly, once for all, let me beg you to warn Hareton and the other away from me.",2,Wuthering Heights,0,0,0,1
I wish to be troubled by nobody: I wish to have this place to myself.,2,Wuthering Heights,0,0,0,1
Is there some new reason for this banishment?,2,Wuthering Heights,0,0,0,1
"Tell me why you are so queer, Mr. Heathcliff?",2,Wuthering Heights,0,0,0,1
Where were you last night?,2,Wuthering Heights,0,0,0,1
"I m not putting the question through idle curiosity, but You are putting the question through very idle curiosity, he interrupted, with a laugh.",2,Wuthering Heights,0,0,0,1
Yet I ll answer it.,2,Wuthering Heights,0,0,0,1
Last night I was on the threshold of hell.,2,Wuthering Heights,0,0,0,1
"To-day, I am within sight of my heaven.",2,Wuthering Heights,0,1,0,1
I have my eyes on it: hardly three feet to sever me!,2,Wuthering Heights,0,0,0,1
And now you d better go!,2,Wuthering Heights,1,0,0,1
"You ll neither see nor hear anything to frighten you, if you refrain from prying.",2,Wuthering Heights,0,0,0,1
"Having swept the hearth and wiped the table, I departed; more perplexed than ever.",2,Wuthering Heights,0,0,0,1
"He did not quit the house again that afternoon, and no one intruded on his solitude; till, at eight o clock, I deemed it proper, though unsummoned, to carry a candle and his supper to him.",2,Wuthering Heights,0,0,0,1
"He was leaning against the ledge of an open lattice, but not looking out: his face was turned to the interior gloom.",2,Wuthering Heights,0,0,0,1
"The fire had smouldered to ashes; the room was filled with the damp, mild air of the cloudy evening; and so still, that not only the murmur of the beck down Gimmerton was distinguishable, but its ripples and its gurgling over the pebbles, or through the large stones which it could not cover.",2,Wuthering Heights,0,0,0,1
"I uttered an ejaculation of discontent at seeing the dismal grate, and commenced shutting the casements, one after another, till I came to his.",2,Wuthering Heights,0,0,0,1
Must I close this?,2,Wuthering Heights,1,0,0,1
"I asked, in order to rouse him; for he would not stir.",2,Wuthering Heights,0,0,0,1
The light flashed on his features as I spoke.,2,Wuthering Heights,0,0,0,1
"Oh, Mr. Lockwood, I cannot express what a terrible start I got by the momentary view!",2,Wuthering Heights,0,0,0,1
Those deep black eyes!,2,Wuthering Heights,0,0,0,1
"That smile, and ghastly paleness!",2,Wuthering Heights,1,0,0,1
"It appeared to me, not Mr. Heathcliff, but a goblin; and, in my terror, I let the candle bend towards the wall, and it left me in darkness.",2,Wuthering Heights,0,0,0,1
"Yes, close it, he replied, in his familiar voice.",2,Wuthering Heights,1,0,1,1
"There, that is pure awkwardness!",2,Wuthering Heights,0,0,0,1
Why did you hold the candle horizontally?,2,Wuthering Heights,0,0,0,1
"Be quick, and bring another.",2,Wuthering Heights,0,0,0,1
"I hurried out in a foolish state of dread, and said to Joseph The master wishes you to take him a light and rekindle the fire.",2,Wuthering Heights,0,0,0,1
For I dared not go in myself again just then.,2,Wuthering Heights,0,0,0,1
"Joseph rattled some fire into the shovel, and went: but he brought it back immediately, with the supper-tray in his other hand, explaining that Mr. Heathcliff was going to bed, and he wanted nothing to eat till morning.",2,Wuthering Heights,0,0,0,1
